dataset,protocol,msg,qtype,w_query,x,application/dns-message decode,application/dns-message encode
yourthings,mdns,q,ANY,,0.000111,3,
yourthings,mdns,q,ANY,,0.000112,5,
yourthings,mdns,q,ANY,,0.000113,4,
yourthings,mdns,q,ANY,,0.000114,4,
yourthings,mdns,q,ANY,,0.000115,4,
yourthings,mdns,q,ANY,,0.000117,1,
yourthings,mdns,q,ANY,,0.000119,2,
yourthings,mdns,q,ANY,,0.00012,2,
yourthings,mdns,q,ANY,,0.000121,1,
yourthings,mdns,q,ANY,,0.000152,2,
yourthings,mdns,q,ANY,,0.000153,4,
yourthings,mdns,q,ANY,,0.000154,5,
yourthings,mdns,q,ANY,,0.000163,1,
yourthings,mdns,q,SRV,,4.1e-05,4,
yourthings,mdns,q,SRV,,4.2e-05,30,
yourthings,mdns,q,SRV,,4.3e-05,229,
yourthings,mdns,q,SRV,,4.4e-05,414,2
yourthings,mdns,q,SRV,,4.5e-05,411,36
yourthings,mdns,q,SRV,,4.6e-05,731,142
yourthings,mdns,q,SRV,,4.7e-05,2378,260
yourthings,mdns,q,SRV,,4.8e-05,5114,228
yourthings,mdns,q,SRV,,4.9e-05,7384,142
yourthings,mdns,q,SRV,,5e-05,6461,111
yourthings,mdns,q,SRV,,5.1e-05,3507,153
yourthings,mdns,q,SRV,,5.2e-05,1556,238
yourthings,mdns,q,SRV,,5.3e-05,540,509
yourthings,mdns,q,SRV,,5.4e-05,158,1386
yourthings,mdns,q,SRV,,5.5e-05,47,2390
yourthings,mdns,q,SRV,,5.6e-05,29,2934
yourthings,mdns,q,SRV,,5.7e-05,5,3627
yourthings,mdns,q,SRV,,5.8e-05,4,5082
yourthings,mdns,q,SRV,,5.9e-05,2,5052
yourthings,mdns,q,SRV,,6e-05,,3596
yourthings,mdns,q,SRV,,6.1e-05,5,1901
yourthings,mdns,q,SRV,,6.2e-05,2,816
yourthings,mdns,q,SRV,,6.3e-05,1,307
yourthings,mdns,q,SRV,,6.4e-05,1,63
yourthings,mdns,q,SRV,,6.5e-05,,15
yourthings,mdns,q,SRV,,6.6e-05,,8
yourthings,mdns,q,SRV,,6.7e-05,1,7
yourthings,mdns,q,SRV,,6.8e-05,1,4
yourthings,mdns,q,SRV,,6.9e-05,1,2
yourthings,mdns,q,SRV,,7e-05,,2
yourthings,mdns,q,SRV,,7.1e-05,,2
yourthings,mdns,q,SRV,,8.5e-05,,2
yourthings,mdns,q,SRV,,8.7e-05,,5
yourthings,mdns,q,SRV,,8.8e-05,,3
yourthings,mdns,q,SRV,,8.9e-05,1,5
yourthings,mdns,q,SRV,,9e-05,,2
yourthings,mdns,q,SRV,,9.1e-05,,5
yourthings,mdns,q,SRV,,9.2e-05,,7
yourthings,mdns,q,SRV,,9.3e-05,,2
yourthings,mdns,q,SRV,,9.4e-05,,2
yourthings,mdns,q,SRV,,9.5e-05,,2
yourthings,mdns,q,SRV,,9.9e-05,,1
yourthings,mdns,q,SRV,,0.000107,1,
yourthings,mdns,q,SRV,,0.000119,,1
yourthings,mdns,q,SRV,,0.00012,1,
yourthings,mdns,q,SRV,,0.000148,2,
yourthings,mdns,q,SRV,,0.00015,3,
yourthings,mdns,q,SRV,,0.000151,5,
yourthings,mdns,q,SRV,,0.000152,1,
yourthings,mdns,q,SRV,,0.000153,1,
yourthings,mdns,q,SRV,,0.000154,2,
yourthings,mdns,q,SRV,,0.000155,2,
yourthings,mdns,q,SRV,,0.000156,1,
yourthings,mdns,q,SRV,,0.000157,3,
yourthings,mdns,q,SRV,,0.000158,5,
yourthings,mdns,q,SRV,,0.000159,2,
yourthings,mdns,q,SRV,,0.000162,2,
yourthings,mdns,q,SRV,,0.000163,1,
yourthings,mdns,q,SRV,,0.000164,1,
yourthings,mdns,q,SRV,,0.000165,1,
yourthings,mdns,q,SRV,,0.000177,1,
yourthings,mdns,q,SRV,,0.000181,1,
yourthings,mdns,q,SRV,,0.00021,1,
yourthings,mdns,q,SRV,,0.000213,,1
yourthings,mdns,q,SRV,,0.000215,,1
yourthings,mdns,r,PTR,,9.7e-05,,1
yourthings,mdns,r,PTR,,9.8e-05,,1
yourthings,mdns,r,PTR,,0.0001,,1
yourthings,mdns,r,PTR,,0.000101,,2
yourthings,mdns,r,PTR,,0.000102,,2
yourthings,mdns,r,PTR,,0.000107,,1
yourthings,mdns,r,PTR,,0.000109,,2
yourthings,mdns,r,PTR,,0.00011,,1
yourthings,mdns,r,PTR,,0.000111,,2
yourthings,mdns,r,PTR,,0.000112,,2
yourthings,mdns,r,PTR,,0.000113,,1
yourthings,mdns,r,PTR,,0.000114,,1
yourthings,mdns,r,PTR,,0.000115,,2
yourthings,mdns,r,PTR,,0.000116,,1
yourthings,mdns,r,PTR,,0.000117,,2
yourthings,mdns,r,PTR,,0.000119,,1
yourthings,mdns,r,PTR,,0.000122,,1
yourthings,mdns,r,PTR,,0.000155,1,
yourthings,mdns,r,PTR,,0.000156,2,
yourthings,mdns,r,PTR,,0.000157,1,
yourthings,mdns,r,PTR,,0.000159,1,
yourthings,mdns,r,PTR,,0.00016,2,
yourthings,mdns,r,PTR,,0.000161,2,
yourthings,mdns,r,PTR,,0.000162,1,
yourthings,mdns,r,PTR,,0.000164,3,
yourthings,mdns,r,PTR,,0.000165,2,
yourthings,mdns,r,PTR,,0.000166,1,
yourthings,mdns,r,PTR,,0.000168,1,
yourthings,mdns,r,PTR,,0.000169,2,
yourthings,mdns,r,PTR,,0.00017,1,
yourthings,mdns,r,PTR,,0.000172,1,
yourthings,mdns,r,PTR,,0.000174,2,
yourthings,mdns,r,PTR,,0.000175,1,
yourthings,dns,q,A,,1.9e-05,,24
yourthings,dns,q,A,,2e-05,,132
yourthings,dns,q,A,,2.1e-05,,127
yourthings,dns,q,A,,2.2e-05,,67
yourthings,dns,q,A,,2.3e-05,,29
yourthings,dns,q,A,,2.4e-05,,21
yourthings,dns,q,A,,2.5e-05,,226
yourthings,dns,q,A,,2.6e-05,,1056
yourthings,dns,q,A,,2.7e-05,,866
yourthings,dns,q,A,,2.8e-05,,307
yourthings,dns,q,A,,2.9e-05,,158
yourthings,dns,q,A,,3e-05,,462
yourthings,dns,q,A,,3.1e-05,,1595
yourthings,dns,q,A,,3.2e-05,,7653
yourthings,dns,q,A,,3.3e-05,9,25801
yourthings,dns,q,A,,3.4e-05,22,59827
yourthings,dns,q,A,,3.5e-05,213,101228
yourthings,dns,q,A,,3.6e-05,1581,105278
yourthings,dns,q,A,,3.7e-05,2348,71388
yourthings,dns,q,A,,3.8e-05,2719,36056
yourthings,dns,q,A,,3.9e-05,14954,16242
yourthings,dns,q,A,,4e-05,67962,7290
yourthings,dns,q,A,,4.1e-05,128883,3431
yourthings,dns,q,A,,4.2e-05,120008,2305
yourthings,dns,q,A,,4.3e-05,73873,2943
yourthings,dns,q,A,,4.4e-05,38443,4112
yourthings,dns,q,A,,4.5e-05,20601,5205
yourthings,dns,q,A,,4.6e-05,18740,6282
yourthings,dns,q,A,,4.7e-05,30053,5378
yourthings,dns,q,A,,4.8e-05,30594,4137
yourthings,dns,q,A,,4.9e-05,16099,3598
yourthings,dns,q,A,,5e-05,7070,3343
yourthings,dns,q,A,,5.1e-05,2112,2734
yourthings,dns,q,A,,5.2e-05,566,1781
yourthings,dns,q,A,,5.3e-05,196,1113
yourthings,dns,q,A,,5.4e-05,109,785
yourthings,dns,q,A,,5.5e-05,62,1063
yourthings,dns,q,A,,5.6e-05,37,1173
yourthings,dns,q,A,,5.7e-05,29,987
yourthings,dns,q,A,,5.8e-05,23,1029
yourthings,dns,q,A,,5.9e-05,15,1874
yourthings,dns,q,A,,6e-05,21,5059
yourthings,dns,q,A,,6.1e-05,14,11088
yourthings,dns,q,A,,6.2e-05,13,20462
yourthings,dns,q,A,,6.3e-05,9,20490
yourthings,dns,q,A,,6.4e-05,9,15544
yourthings,dns,q,A,,6.5e-05,5,8706
yourthings,dns,q,A,,6.6e-05,3,3945
yourthings,dns,q,A,,6.7e-05,4,1512
yourthings,dns,q,A,,6.8e-05,2,489
yourthings,dns,q,A,,6.9e-05,1,144
yourthings,dns,q,A,,7e-05,4,60
yourthings,dns,q,A,,7.1e-05,2,79
yourthings,dns,q,A,,7.2e-05,2,121
yourthings,dns,q,A,,7.3e-05,2,130
yourthings,dns,q,A,,7.4e-05,,113
yourthings,dns,q,A,,7.5e-05,,122
yourthings,dns,q,A,,7.6e-05,1,95
yourthings,dns,q,A,,7.7e-05,,55
yourthings,dns,q,A,,7.8e-05,1,27
yourthings,dns,q,A,,7.9e-05,2,13
yourthings,dns,q,A,,8e-05,2,9
yourthings,dns,q,A,,8.1e-05,,8
yourthings,dns,q,A,,8.2e-05,,1
yourthings,dns,q,A,,8.3e-05,1,3
yourthings,dns,q,A,,8.4e-05,1,3
yourthings,dns,q,A,,8.5e-05,2,3
yourthings,dns,q,A,,8.6e-05,2,1
yourthings,dns,q,A,,8.7e-05,2,5
yourthings,dns,q,A,,8.8e-05,1,5
yourthings,dns,q,A,,8.9e-05,2,4
yourthings,dns,q,A,,9e-05,1,2
yourthings,dns,q,A,,9.1e-05,3,4
yourthings,dns,q,A,,9.2e-05,5,4
yourthings,dns,q,A,,9.3e-05,3,1
yourthings,dns,q,A,,9.4e-05,2,2
yourthings,dns,q,A,,9.5e-05,3,3
yourthings,dns,q,A,,9.6e-05,2,
yourthings,dns,q,A,,9.7e-05,,1
yourthings,dns,q,A,,9.8e-05,3,2
yourthings,dns,q,A,,9.9e-05,,2
yourthings,dns,q,A,,0.0001,3,3
yourthings,dns,q,A,,0.000101,3,2
yourthings,dns,q,A,,0.000102,3,9
yourthings,dns,q,A,,0.000103,,7
yourthings,dns,q,A,,0.000104,2,6
yourthings,dns,q,A,,0.000105,3,6
yourthings,dns,q,A,,0.000106,1,4
yourthings,dns,q,A,,0.000107,3,6
yourthings,dns,q,A,,0.000108,,1
yourthings,dns,q,A,,0.000109,1,
yourthings,dns,q,A,,0.00011,,4
yourthings,dns,q,A,,0.000111,1,1
yourthings,dns,q,A,,0.000112,1,1
yourthings,dns,q,A,,0.000113,1,
yourthings,dns,q,A,,0.000116,2,
yourthings,dns,q,A,,0.000119,2,
yourthings,dns,q,A,,0.00012,,1
yourthings,dns,q,A,,0.000121,1,1
yourthings,dns,q,A,,0.000122,,1
yourthings,dns,q,A,,0.000123,1,
yourthings,dns,q,A,,0.000124,,1
yourthings,dns,q,A,,0.000126,,2
yourthings,dns,q,A,,0.000128,,1
yourthings,dns,q,A,,0.00013,,2
yourthings,dns,q,A,,0.000132,1,5
yourthings,dns,q,A,,0.000134,1,2
yourthings,dns,q,A,,0.000136,1,
yourthings,dns,q,A,,0.000138,1,1
yourthings,dns,q,A,,0.00014,,1
yourthings,dns,q,A,,0.000141,1,
yourthings,dns,q,A,,0.000143,1,
yourthings,dns,q,A,,0.000145,1,
yourthings,dns,q,A,,0.000151,,1
yourthings,dns,q,A,,0.000152,,1
yourthings,dns,q,A,,0.00016,1,
yourthings,dns,q,A,,0.000161,,1
yourthings,dns,q,A,,0.000165,1,
yourthings,dns,q,A,,0.000167,1,
yourthings,dns,q,A,,0.000168,1,
yourthings,dns,q,A,,0.000177,1,
yourthings,dns,q,A,,0.000179,,1
yourthings,dns,q,A,,0.000193,1,
yourthings,dns,q,A,,0.000195,,1
yourthings,dns,q,A,,0.000201,2,
yourthings,dns,q,A,,0.000203,1,1
yourthings,dns,q,A,,0.000209,1,
yourthings,dns,q,A,,0.000213,1,
yourthings,dns,q,A,,0.000236,1,
yourthings,dns,q,A,,0.000237,,1
yourthings,dns,q,A,,0.00024,,1
yourthings,dns,q,A,,0.000326,1,
yourthings,dns,q,AAAA,,1.8e-05,,3
yourthings,dns,q,AAAA,,1.9e-05,,10
yourthings,dns,q,AAAA,,2e-05,,17
yourthings,dns,q,AAAA,,2.1e-05,,6
yourthings,dns,q,AAAA,,2.4e-05,,2
yourthings,dns,q,AAAA,,2.5e-05,,12
yourthings,dns,q,AAAA,,2.6e-05,,37
yourthings,dns,q,AAAA,,2.7e-05,,41
yourthings,dns,q,AAAA,,2.8e-05,,22
yourthings,dns,q,AAAA,,2.9e-05,,23
yourthings,dns,q,AAAA,,3e-05,,222
yourthings,dns,q,AAAA,,3.1e-05,,608
yourthings,dns,q,AAAA,,3.2e-05,,888
yourthings,dns,q,AAAA,,3.3e-05,,5837
yourthings,dns,q,AAAA,,3.4e-05,,24270
yourthings,dns,q,AAAA,,3.5e-05,75,43721
yourthings,dns,q,AAAA,,3.6e-05,604,36475
yourthings,dns,q,AAAA,,3.7e-05,532,18800
yourthings,dns,q,AAAA,,3.8e-05,537,8810
yourthings,dns,q,AAAA,,3.9e-05,4744,5476
yourthings,dns,q,AAAA,,4e-05,26276,3762
yourthings,dns,q,AAAA,,4.1e-05,47524,2127
yourthings,dns,q,AAAA,,4.2e-05,39676,1131
yourthings,dns,q,AAAA,,4.3e-05,23681,737
yourthings,dns,q,AAAA,,4.4e-05,12935,1052
yourthings,dns,q,AAAA,,4.5e-05,6297,2062
yourthings,dns,q,AAAA,,4.6e-05,2526,3166
yourthings,dns,q,AAAA,,4.7e-05,1067,3020
yourthings,dns,q,AAAA,,4.8e-05,487,2061
yourthings,dns,q,AAAA,,4.9e-05,285,1056
yourthings,dns,q,AAAA,,5e-05,237,498
yourthings,dns,q,AAAA,,5.1e-05,239,182
yourthings,dns,q,AAAA,,5.2e-05,152,67
yourthings,dns,q,AAAA,,5.3e-05,81,31
yourthings,dns,q,AAAA,,5.4e-05,45,17
yourthings,dns,q,AAAA,,5.5e-05,26,20
yourthings,dns,q,AAAA,,5.6e-05,13,73
yourthings,dns,q,AAAA,,5.7e-05,10,153
yourthings,dns,q,AAAA,,5.8e-05,12,174
yourthings,dns,q,AAAA,,5.9e-05,5,189
yourthings,dns,q,AAAA,,6e-05,1,126
yourthings,dns,q,AAAA,,6.1e-05,2,66
yourthings,dns,q,AAAA,,6.2e-05,1,42
yourthings,dns,q,AAAA,,6.3e-05,1,54
yourthings,dns,q,AAAA,,6.4e-05,,76
yourthings,dns,q,AAAA,,6.5e-05,,111
yourthings,dns,q,AAAA,,6.6e-05,2,130
yourthings,dns,q,AAAA,,6.7e-05,,95
yourthings,dns,q,AAAA,,6.8e-05,,68
yourthings,dns,q,AAAA,,6.9e-05,,30
yourthings,dns,q,AAAA,,7e-05,,22
yourthings,dns,q,AAAA,,7.1e-05,,30
yourthings,dns,q,AAAA,,7.2e-05,1,50
yourthings,dns,q,AAAA,,7.3e-05,,68
yourthings,dns,q,AAAA,,7.4e-05,,69
yourthings,dns,q,AAAA,,7.5e-05,2,55
yourthings,dns,q,AAAA,,7.6e-05,1,44
yourthings,dns,q,AAAA,,7.7e-05,,33
yourthings,dns,q,AAAA,,7.8e-05,,20
yourthings,dns,q,AAAA,,7.9e-05,,7
yourthings,dns,q,AAAA,,8e-05,,1
yourthings,dns,q,AAAA,,8.1e-05,1,3
yourthings,dns,q,AAAA,,8.2e-05,1,
yourthings,dns,q,AAAA,,8.3e-05,,1
yourthings,dns,q,AAAA,,8.4e-05,,1
yourthings,dns,q,AAAA,,8.5e-05,,1
yourthings,dns,q,AAAA,,8.8e-05,,1
yourthings,dns,q,AAAA,,9.1e-05,1,
yourthings,dns,q,AAAA,,9.4e-05,1,
yourthings,dns,q,AAAA,,9.6e-05,,1
yourthings,dns,q,AAAA,,9.7e-05,,1
yourthings,dns,q,AAAA,,9.8e-05,1,
yourthings,dns,q,AAAA,,9.9e-05,,1
yourthings,dns,q,AAAA,,0.000101,,2
yourthings,dns,q,AAAA,,0.000102,,6
yourthings,dns,q,AAAA,,0.000103,1,1
yourthings,dns,q,AAAA,,0.000104,,1
yourthings,dns,q,AAAA,,0.000106,1,
yourthings,dns,q,AAAA,,0.000108,,2
yourthings,dns,q,AAAA,,0.000112,1,
yourthings,dns,q,AAAA,,0.000113,1,
yourthings,dns,q,AAAA,,0.000115,1,
yourthings,dns,q,AAAA,,0.000121,,1
yourthings,dns,q,AAAA,,0.000124,1,
yourthings,dns,q,AAAA,,0.000126,,1
yourthings,dns,q,AAAA,,0.000127,,2
yourthings,dns,q,AAAA,,0.000128,,1
yourthings,dns,q,AAAA,,0.000129,,1
yourthings,dns,q,AAAA,,0.000131,,2
yourthings,dns,q,AAAA,,0.000132,,1
yourthings,dns,q,AAAA,,0.000133,,1
yourthings,dns,q,AAAA,,0.000134,,1
yourthings,dns,q,AAAA,,0.000135,,1
yourthings,dns,q,AAAA,,0.00014,,1
yourthings,dns,q,AAAA,,0.000159,,1
yourthings,dns,q,AAAA,,0.000165,1,
yourthings,dns,q,AAAA,,0.0002,1,
yourthings,dns,q,AAAA,,0.000203,1,
yourthings,dns,q,TXT,,2.6e-05,,2
yourthings,dns,q,TXT,,2.7e-05,,9
yourthings,dns,q,TXT,,2.8e-05,,9
yourthings,dns,q,TXT,,3.2e-05,,1
yourthings,dns,q,TXT,,3.3e-05,,2
yourthings,dns,q,TXT,,3.4e-05,,22
yourthings,dns,q,TXT,,3.5e-05,,24
yourthings,dns,q,TXT,,3.6e-05,,6
yourthings,dns,q,TXT,,3.7e-05,1,4
yourthings,dns,q,TXT,,3.8e-05,9,4
yourthings,dns,q,TXT,,3.9e-05,9,13
yourthings,dns,q,TXT,,4e-05,7,16
yourthings,dns,q,TXT,,4.1e-05,32,3
yourthings,dns,q,TXT,,4.2e-05,23,2
yourthings,dns,q,TXT,,4.3e-05,35,10
yourthings,dns,q,TXT,,4.4e-05,26,18
yourthings,dns,q,TXT,,4.5e-05,29,16
yourthings,dns,q,TXT,,4.6e-05,10,19
yourthings,dns,q,TXT,,4.7e-05,3,4
yourthings,dns,q,TXT,,4.8e-05,12,11
yourthings,dns,q,TXT,,4.9e-05,1,2
yourthings,dns,q,PTR,,4.1e-05,4,
yourthings,dns,q,PTR,,4.2e-05,28,
yourthings,dns,q,PTR,,4.3e-05,18,
yourthings,dns,q,PTR,,4.4e-05,19,
yourthings,dns,q,PTR,,4.5e-05,113,
yourthings,dns,q,PTR,,4.6e-05,865,
yourthings,dns,q,PTR,,4.7e-05,2557,
yourthings,dns,q,PTR,,4.8e-05,3361,
yourthings,dns,q,PTR,,4.9e-05,2364,
yourthings,dns,q,PTR,,5e-05,1074,
yourthings,dns,q,PTR,,5.1e-05,399,
yourthings,dns,q,PTR,,5.2e-05,118,
yourthings,dns,q,PTR,,5.3e-05,57,
yourthings,dns,q,PTR,,5.4e-05,112,
yourthings,dns,q,PTR,,5.5e-05,160,
yourthings,dns,q,PTR,,5.6e-05,113,7
yourthings,dns,q,PTR,,5.7e-05,62,7
yourthings,dns,q,PTR,,5.8e-05,23,13
yourthings,dns,q,PTR,,5.9e-05,7,18
yourthings,dns,q,PTR,,6e-05,8,21
yourthings,dns,q,PTR,,6.1e-05,2,54
yourthings,dns,q,PTR,,6.2e-05,,215
yourthings,dns,q,PTR,,6.3e-05,1,536
yourthings,dns,q,PTR,,6.4e-05,,973
yourthings,dns,q,PTR,,6.5e-05,1,1761
yourthings,dns,q,PTR,,6.6e-05,,2125
yourthings,dns,q,PTR,,6.7e-05,,1943
yourthings,dns,q,PTR,,6.8e-05,,1497
yourthings,dns,q,PTR,,6.9e-05,,973
yourthings,dns,q,PTR,,7e-05,,462
yourthings,dns,q,PTR,,7.1e-05,,202
yourthings,dns,q,PTR,,7.2e-05,,95
yourthings,dns,q,PTR,,7.3e-05,,32
yourthings,dns,q,PTR,,7.4e-05,,7
yourthings,dns,q,PTR,,7.5e-05,,4
yourthings,dns,q,PTR,,7.6e-05,1,2
yourthings,dns,q,PTR,,7.9e-05,,2
yourthings,dns,q,PTR,,8e-05,,1
yourthings,dns,q,PTR,,8.1e-05,,2
yourthings,dns,q,PTR,,8.2e-05,,1
yourthings,dns,q,PTR,,8.7e-05,,1
yourthings,dns,q,PTR,,9.2e-05,,2
yourthings,dns,q,PTR,,9.3e-05,,2
yourthings,dns,q,PTR,,9.4e-05,,2
yourthings,dns,q,PTR,,9.6e-05,1,1
yourthings,dns,q,PTR,,9.7e-05,1,
yourthings,dns,q,PTR,,9.8e-05,1,
yourthings,dns,q,PTR,,9.9e-05,1,1
yourthings,dns,q,PTR,,0.0001,2,1
yourthings,dns,q,PTR,,0.000101,11,
yourthings,dns,q,PTR,,0.000102,18,3
yourthings,dns,q,PTR,,0.000103,11,21
yourthings,dns,q,PTR,,0.000104,9,40
yourthings,dns,q,PTR,,0.000105,2,66
yourthings,dns,q,PTR,,0.000106,3,66
yourthings,dns,q,PTR,,0.000107,,82
yourthings,dns,q,PTR,,0.000108,2,79
yourthings,dns,q,PTR,,0.000109,1,58
yourthings,dns,q,PTR,,0.00011,,46
yourthings,dns,q,PTR,,0.000111,,15
yourthings,dns,q,PTR,,0.000112,,12
yourthings,dns,q,PTR,,0.000113,,7
yourthings,dns,q,PTR,,0.000114,,4
yourthings,dns,q,PTR,,0.000115,,2
yourthings,dns,q,PTR,,0.000116,,1
yourthings,dns,q,PTR,,0.000117,,2
yourthings,dns,q,PTR,,0.000122,,1
yourthings,dns,q,PTR,,0.000151,1,
yourthings,dns,q,PTR,,0.000517,,1
yourthings,dns,q,PTR,,0.00052,,1
yourthings,dns,q,PTR,,0.000522,,1
yourthings,dns,q,PTR,,0.000523,,1
yourthings,dns,q,PTR,,0.000526,,1
yourthings,dns,q,PTR,,0.000527,,1
yourthings,dns,q,PTR,,0.00053,,1
yourthings,dns,q,PTR,,0.000534,,2
yourthings,dns,q,PTR,,0.000535,,1
yourthings,dns,q,PTR,,0.000536,,1
yourthings,dns,q,PTR,,0.000537,,2
yourthings,dns,q,PTR,,0.000538,,2
yourthings,dns,q,PTR,,0.000539,,3
yourthings,dns,q,PTR,,0.00054,,4
yourthings,dns,q,PTR,,0.000541,,4
yourthings,dns,q,PTR,,0.000542,,3
yourthings,dns,q,PTR,,0.000543,,7
yourthings,dns,q,PTR,,0.000544,,3
yourthings,dns,q,PTR,,0.000545,,1
yourthings,dns,q,PTR,,0.000546,,4
yourthings,dns,q,PTR,,0.000547,,1
yourthings,dns,q,PTR,,0.000548,,3
yourthings,dns,q,PTR,,0.000549,,3
yourthings,dns,q,PTR,,0.00055,,3
yourthings,dns,q,PTR,,0.000552,,1
yourthings,dns,q,PTR,,0.000555,,1
yourthings,dns,q,PTR,,0.000557,,4
yourthings,dns,q,PTR,,0.00056,,1
yourthings,dns,q,PTR,,0.000565,,1
yourthings,dns,q,PTR,,0.000568,,1
yourthings,dns,q,SRV,,4.5e-05,9,
yourthings,dns,q,SRV,,4.6e-05,15,
yourthings,dns,q,SRV,,4.7e-05,17,
yourthings,dns,q,SRV,,4.8e-05,23,
yourthings,dns,q,SRV,,4.9e-05,15,
yourthings,dns,q,SRV,,5e-05,8,
yourthings,dns,q,SRV,,5.1e-05,3,
yourthings,dns,q,SRV,,5.7e-05,,9
yourthings,dns,q,SRV,,5.8e-05,,7
yourthings,dns,q,SRV,,5.9e-05,,11
yourthings,dns,q,SRV,,6e-05,,12
yourthings,dns,q,SRV,,6.1e-05,,3
yourthings,dns,q,SRV,,6.2e-05,,4
yourthings,dns,q,SRV,,6.3e-05,,6
yourthings,dns,q,SRV,,6.4e-05,,1
yourthings,dns,q,SRV,,6.5e-05,,4
yourthings,dns,q,SRV,,6.6e-05,,4
yourthings,dns,q,SRV,,6.7e-05,,4
yourthings,dns,q,SRV,,6.8e-05,,10
yourthings,dns,q,SRV,,6.9e-05,,6
yourthings,dns,q,SRV,,7e-05,,2
yourthings,dns,q,SRV,,7.1e-05,,5
yourthings,dns,q,SRV,,7.2e-05,,1
yourthings,dns,q,SRV,,7.4e-05,,1
yourthings,dns,r,A,,2.7e-05,,2
yourthings,dns,r,A,,2.8e-05,,17
yourthings,dns,r,A,,2.9e-05,,9
yourthings,dns,r,A,,3e-05,,4
yourthings,dns,r,A,,3.2e-05,,3
yourthings,dns,r,A,,3.3e-05,,19
yourthings,dns,r,A,,3.4e-05,,13
yourthings,dns,r,A,,3.5e-05,,12
yourthings,dns,r,A,,3.6e-05,,74
yourthings,dns,r,A,,3.7e-05,13,119
yourthings,dns,r,A,,3.8e-05,13,82
yourthings,dns,r,A,,3.9e-05,15,46
yourthings,dns,r,A,,4e-05,24,13
yourthings,dns,r,A,,4.1e-05,69,7
yourthings,dns,r,A,,4.2e-05,139,2
yourthings,dns,r,A,,4.3e-05,81,2
yourthings,dns,r,A,,4.4e-05,54,
yourthings,dns,r,A,,4.5e-05,20,
yourthings,dns,r,A,,4.6e-05,7,1
yourthings,dns,r,A,,4.7e-05,3,1
yourthings,dns,r,A,,4.8e-05,,5
yourthings,dns,r,A,,4.9e-05,5,3
yourthings,dns,r,A,,5e-05,,2
yourthings,dns,r,A,,5.1e-05,1,
yourthings,dns,r,A,,5.2e-05,,1
yourthings,dns,r,A,,5.3e-05,2,1
yourthings,dns,r,A,,5.5e-05,,1
yourthings,dns,r,A,,6.2e-05,,1
yourthings,dns,r,A,,6.3e-05,,1
yourthings,dns,r,A,,6.4e-05,,3
yourthings,dns,r,A,,6.6e-05,,1
yourthings,dns,r,A,,6.8e-05,,2
yourthings,dns,r,A,,6.9e-05,,2
yourthings,dns,r,A,,7e-05,,7
yourthings,dns,r,A,,7.1e-05,,5
yourthings,dns,r,A,,7.2e-05,,11
yourthings,dns,r,A,,7.3e-05,,9
yourthings,dns,r,A,,7.4e-05,,4
yourthings,dns,r,A,,7.5e-05,,3
yourthings,dns,r,A,,7.6e-05,,6
yourthings,dns,r,A,,7.7e-05,,4
yourthings,dns,r,A,,7.8e-05,,6
yourthings,dns,r,A,,7.9e-05,,14
yourthings,dns,r,A,,8e-05,,17
yourthings,dns,r,A,,8.1e-05,,15
yourthings,dns,r,A,,8.2e-05,,10
yourthings,dns,r,A,,8.3e-05,,13
yourthings,dns,r,A,,8.4e-05,,1
yourthings,dns,r,A,,8.5e-05,,5
yourthings,dns,r,A,,8.6e-05,,10
yourthings,dns,r,A,,8.7e-05,,7
yourthings,dns,r,A,,8.8e-05,,8
yourthings,dns,r,A,,8.9e-05,,6
yourthings,dns,r,A,,9e-05,,10
yourthings,dns,r,A,,9.1e-05,,7
yourthings,dns,r,A,,9.2e-05,,5
yourthings,dns,r,A,,9.3e-05,,3
yourthings,dns,r,A,,9.4e-05,,2
yourthings,dns,r,A,,9.5e-05,,2
yourthings,dns,r,A,,9.6e-05,,4
yourthings,dns,r,A,,9.7e-05,,7
yourthings,dns,r,A,,9.8e-05,,9
yourthings,dns,r,A,,9.9e-05,,11
yourthings,dns,r,A,,0.0001,,9
yourthings,dns,r,A,,0.000101,,17
yourthings,dns,r,A,,0.000102,,38
yourthings,dns,r,A,,0.000103,,93
yourthings,dns,r,A,,0.000104,,86
yourthings,dns,r,A,,0.000105,,62
yourthings,dns,r,A,,0.000106,,80
yourthings,dns,r,A,,0.000107,,64
yourthings,dns,r,A,,0.000108,,56
yourthings,dns,r,A,,0.000109,,49
yourthings,dns,r,A,,0.00011,,30
yourthings,dns,r,A,,0.000111,,25
yourthings,dns,r,A,,0.000112,,12
yourthings,dns,r,A,,0.000113,1,13
yourthings,dns,r,A,,0.000114,1,11
yourthings,dns,r,A,,0.000115,2,6
yourthings,dns,r,A,,0.000116,,5
yourthings,dns,r,A,,0.000117,2,2
yourthings,dns,r,A,,0.000118,3,1
yourthings,dns,r,A,,0.000119,26,
yourthings,dns,r,A,,0.00012,12,1
yourthings,dns,r,A,,0.000121,13,1
yourthings,dns,r,A,,0.000122,9,2
yourthings,dns,r,A,,0.000123,9,3
yourthings,dns,r,A,,0.000124,9,2
yourthings,dns,r,A,,0.000125,6,1
yourthings,dns,r,A,,0.000126,1,1
yourthings,dns,r,A,,0.000127,4,
yourthings,dns,r,A,,0.000128,1,1
yourthings,dns,r,A,,0.000129,1,
